stud_id,g1a,g2a,g3a,g4a,g5a,g_total,s1,s2,s3,s4,chinese,english,matha,mathb,mathc,track,indrg,indrs,ind42
40655,10,4,7,10,11,42, , , , , , , , , ,2.個人申請,1,0,0
40656, , , , , , , , , , , , , , , ,4.獨立招生,0,0,0
40658,10,8,4,8,8,38, , , , , , , , , ,1.學校推薦,1,0,0
40659, , , , , , , , , , , , , , , ,-,0,0,0
40660,13,12,12,13,13,63, , , , , , , , , ,1.學校推薦,1,0,0
40663,11,12,4,14,9,50, , , , , , , , , ,-,1,0,0
40666,13,13,9,13,13,61,69.129997253418,64.5,0,45.5999984741211, , , , , ,3.考試分發,1,1,0
40667,13,13,9,12,7,54,62.5699996948242,36.8300018310547,0,67.3000030517578, , , , , ,3.考試分發,1,1,0
40668, , , , , , , , , , ,80,72, ,72, ,3.考試分發,0,0,1
40670, , , , , , , , , , ,74,64,56, , ,3.考試分發,0,0,1
40671, , , , , , , , , , ,60,66,96, , ,1.學校推薦,0,0,1
40674,13,14,9,9,10,55,56.2299995422363,50.439998626709,30.7999992370605,72.5999984741211, , , , , ,3.考試分發,1,1,0
40675, , , , , , , , , , , , , , , ,1.學校推薦,0,0,0
40676, , , , , , , , , , ,66,54,40, , ,-,0,0,1
40677,13,10,7,13,13,56,67.7300033569336,32.439998626709,0,47.0999984741211, , , , , ,3.考試分發,1,1,0
40679,10,11,4,8,5,38,42.4700012207031,56.7200012207031, ,13.5, , , , , ,3.考試分發,1,1,0
40684,9,4,6,9,7,35,40.5299987792969,9.17000007629395,0,31,74,36, ,52, ,3.考試分發,1,1,1
40685,11,7,7,11,9,45,64.4000015258789,9.10999965667725,0,43.5999984741211, , , , , ,3.考試分發,1,1,0
40689,11,5,8,13,9,46,33.5,4,40.5999984741211,53.7999992370605, , , , , ,3.考試分發,1,1,0
40690, , , , , , , , , , ,88,62,84, , ,3.考試分發,0,0,1
40693, , , , , , , , , , ,74,84, ,92, ,1.學校推薦,0,0,1
40694, , , , , , , , , , ,76,54,80, , ,1.學校推薦,0,0,1
40696,13,7,11,11,11,53, , , , , , , , , ,2.個人申請,1,0,0
40697,10,3,10,10,9,42,45.5699996948242,9.17000007629395,42.0999984741211,60.5, , , , , ,3.考試分發,1,1,0
40698,5,3,2,6,5,21, , , , ,34,24,32, , ,3.考試分發,1,0,1
40700,13,15,15,12,15,70, , , , , , , , , ,2.個人申請,1,0,0
40702,14,9,3,10,9,45,58.2000007629395,20.4400005340576,12.6000003814697,32.5, , , , , ,3.考試分發,1,1,0
40706,13,12,5,11,10,51, , , , , , , , , ,2.個人申請,1,0,0
40707, , , , , , , , , , , , , , , ,-,0,0,0
40708,14,13,8,14,10,59,74.2300033569336,71.2799987792969,0,47.7999992370605, , , , , ,3.考試分發,1,1,0
40709, , , , , , , , , , ,78,60, ,68, ,3.考試分發,0,0,1
40710,12,14,8,10,9,53,54.2000007629395,68.8300018310547,0,51.5, , , , , ,3.考試分發,1,1,0
40711,10,6,8,10,12,46,46.5299987792969,14.3299999237061,29.2000007629395,71, , , , , ,3.考試分發,1,1,0
40713,10,8,4,7,7,36, , , , , , , , , ,1.學校推薦,1,0,0
40714, , , , , , , , , , ,78,24, ,56, ,1.學校推薦,0,0,1
40717,10,7,6,12,7,42,66.2300033569336,23.8299999237061,0,52.0999984741211, , , , , ,3.考試分發,1,1,0
40718, , , , , , , , , , ,40,28, ,20, ,-,0,0,1
40719,13,7,7,11,11,49,65.370002746582,21.7199993133545,0,65.5999984741211, , , , , ,3.考試分發,1,1,0
40721,10,6,6,7,6,35, , , , ,64,48, ,60, ,1.學校推薦,1,0,1
40722,14,15,15,13,13,70,74.5,77.6699981689453,88.5999984741211,0, , , , , ,3.考試分發,1,1,0
40724,14,14,9,14,10,61,66.0999984741211,83.8300018310547,0,71.8000030517578, , , , , ,3.考試分發,1,1,0
40725, , , , , , , , , , ,78,98, ,88, ,3.考試分發,0,0,1
40727,12,5,5,11,10,43,58.5699996948242,19.2800006866455,18.7999992370605,18.8999996185303, , , , , ,3.考試分發,1,1,0
40729,13,13,15,13,14,68,71.9700012207031,59.2799987792969,85.4000015258789,0, , , , , ,3.考試分發,1,1,0
40730,13,14,7,13,14,61,77.4700012207031,81.5,45.7999992370605,64.3000030517578, , , , , ,3.考試分發,1,1,0
40731,9,12,6,12,7,46,58.4000015258789,47.7200012207031,0,53.7999992370605, , , , , ,3.考試分發,1,1,0
40733,5,2,1,7,4,19, , , , ,38,16, ,32, ,3.考試分發,1,0,1
40734, , , , , , , , , , , , , , , ,7.繁星計畫,0,0,0
40737,11,8,5,11,8,43,54.6300010681152,6.1100001335144,0,33.0999984741211, , , , , ,3.考試分發,1,1,0
40738,10,6,6,11,12,45, , , , , , , , , ,-,1,0,0
40739,14,8,6,11,8,47,56.4700012207031,30.2199993133545,0,20.6000003814697, , , , , ,3.考試分發,1,1,0
40740, , , , , , , , , , ,74,44, ,24, ,1.學校推薦,0,0,1
40741,13,14,11,14,12,64, , , , , , , , , ,2.個人申請,1,0,0
40742,12,9,11,11,12,55, , , , , , , , , ,2.個人申請,1,0,0
40743,8,5,7,10,10,40,44.8300018310547,11.1099996566772,26,0, , , , , ,3.考試分發,1,1,0
40746,10,8,5,12,10,45,64.1999969482422,24.9400005340576,0,41.4000015258789, , , , , ,3.考試分發,1,1,0
40747,12,12,4,12,10,50,60.4000015258789,50.8300018310547,0,45.5999984741211, , , , , ,3.考試分發,1,1,0
40748, , , , , , , , , , ,64,20,16, , ,-,0,0,1
40749,12,11,5,9,8,45,64.0299987792969,31.1100006103516,0,27.2999992370605, , , , , ,3.考試分發,1,1,0
40750, , , , , , , , , , , , , , , ,-,0,0,0
40751,13,11,8,12,9,53,64.5,48.060001373291,0,11, , , , , ,3.考試分發,1,1,0
40753,13,13,10,13,13,62,72.0699996948242,61.439998626709,45.4000015258789,76.8000030517578, , , , , ,3.考試分發,1,1,0
40754,12,9,3,12,7,43, , , , ,84,80, ,100, ,3.考試分發,1,0,1
40755,13,8,8,12,10,51, , , , , , , , , ,2.個人申請,1,0,0
40756,10,4,7,10,10,41,40.2000007629395,10.6700000762939,17,0, , , , , ,3.考試分發,1,1,0
40757,13,13,14,13,14,67,66.5999984741211,52.6699981689453,75,75.8000030517578, , , , , ,3.考試分發,1,1,0
40762,12,6,3,14,8,43,51.9300003051758,15.9399995803833,0,32.9000015258789, , , , , ,3.考試分發,1,1,0
40764,11,9,11,9,11,51, , , , , , , , , ,2.個人申請,1,0,0
40765,10,8,4,11,6,39,40.7999992370605,10.2799997329712,0,40.5, , , , , ,3.考試分發,1,1,0
40768,12,6,6,10,10,44,58.3300018310547,14.1700000762939,19.6000003814697,65.5999984741211, , , , , ,3.考試分發,1,1,0
40771, , , , , , , , , , , , , , , ,-,0,0,0
40772,14,11,6,11,9,51,70.0699996948242,56.3300018310547,0,36.5, , , , , ,3.考試分發,1,1,0
40773, , , , , , , , , , , , , , , ,-,0,0,0
40775,13,12,11,11,12,59,69.0699996948242,54.1699981689453,44.2000007629395,0, , , , , ,3.考試分發,1,1,0
40776,4,3,4,7,4,22, , , , , , , , , ,-,1,0,0
40778,13,13,12,12,12,62,56.9000015258789,52.939998626709,68.5999984741211,75.3000030517578, , , , , ,3.考試分發,1,1,0
40781,6,3,2,7,5,23, , , , ,50,30, ,12, ,3.考試分發,1,0,1
40785,11,11,12,13,14,61, , , , , , , , , ,8.其他,1,0,0
40787,7,6,3,9,6,31,32.1300010681152,12.8299999237061,0,0,66,70, ,72, ,3.考試分發,1,1,1
40788,11,6,6,8,8,39,43.7700004577637,10,24.2000007629395,31.5, , , , , ,3.考試分發,1,1,0
40789,11,11,8,10,11,51, , , , , , , , , ,2.個人申請,1,0,0
40792, , , , , , , , , , ,72,88, ,72, ,3.考試分發,0,0,1
40794,11,14,11,12,13,61,60.8300018310547,57.6100006103516,45.2999992370605,72.5999984741211, , , , , ,3.考試分發,1,1,0
40797,11,8,6,7,6,38,39.5299987792969,10.5600004196167,17,23.7000007629395, , , , , ,3.考試分發,1,1,0
40800,9,6,3,8,8,34, , , , , , , , , ,-,1,0,0
40801, , , , , , , , , , ,74,50, ,80, ,3.考試分發,0,0,1
40802,8,4,2,8,8,30,33.3300018310547,6.82999992370605,0,26.3999996185303, , , , , ,3.考試分發,1,1,0
40803,13,12,6,13,9,53,61.8300018310547,52.439998626709,0,48.7000007629395, , , , , ,3.考試分發,1,1,0
40804, , , , , , , , , , ,58,34, ,16, ,-,0,0,1
40805, , , , , , , , , , ,64,40, ,40, ,1.學校推薦,0,0,1
40806,10,13,8,14,10,55,59.2999992370605,57.439998626709,0,43.7000007629395, , , , , ,3.考試分發,1,1,0
40807,12,12,7,13,10,54,62.7299995422363,68.5,0,51.5999984741211, , , , , ,3.考試分發,1,1,0
40808,12,13,6,9,7,47, , , , , , , , , ,2.個人申請,1,0,0
40811,12,8,6,11,9,46,42.5,28.6700000762939,38.7999992370605,71, , , , , ,3.考試分發,1,1,0
40812,10,8,6,12,9,45,70.629997253418,30.3299999237061,0,26.8999996185303, , , , , ,3.考試分發,1,1,0
40814,13,7,6,10,7,43,60.1300010681152,16.8899993896484,7,28.1000003814697, , , , , ,3.考試分發,1,1,0
40816,12,4,4,9,5,34,43,13.6700000762939,3,8, , , , , ,3.考試分發,1,1,0
40817, , , , , , , , , , ,66,64, ,44, ,3.考試分發,0,0,1
40818,12,10,8,10,13,53,67.870002746582,57.7799987792969,56.5,62.4000015258789, , , , , ,3.考試分發,1,1,0
40820,12,5,5,10,6,38,43.5999984741211,5,0,36, , , , , ,3.考試分發,1,1,0
40821,11,9,6,11,10,47,66.1999969482422,31.8899993896484,16,57.4000015258789, , , , , ,3.考試分發,1,1,0
40822,9,4,6,8,7,34, , , , , , , , , ,2.個人申請,1,0,0
40823,12,11,10,11,9,53,51.4000015258789,37.1699981689453,49.5999984741211,43.2000007629395, , , , , ,3.考試分發,1,1,0
40824, , , , , , , , , , ,74,36, ,56, ,1.學校推薦,0,0,1
40825,11,8,8,10,9,46, , , , , , , , , ,2.個人申請,1,0,0
40827, , , , , , , , , , ,30,28, ,32, ,3.考試分發,0,0,1
40829,9,5,8,9,6,37,33.2299995422363,10.9399995803833,16,31.2999992370605, , , , , ,3.考試分發,1,1,0
40832,12,15,12,13,9,61,65.8000030517578,66.9400024414063,0,73.8000030517578, , , , , ,3.考試分發,1,1,0
40833, , , , , , , , , , , , , , , ,-,0,0,0
40835,9,5,5,10,7,36,50.4700012207031,16.6100006103516,0,14.1000003814697, , , , , ,3.考試分發,1,1,0
40838,12,13,9,12,14,60,70.9000015258789,61.5,50.9000015258789,69.9000015258789, , , , , ,3.考試分發,1,1,0
40840,8,4,5,7,4,28,13.6700000762939,2.82999992370605,1.60000002384186,7.59999990463257, , , , , ,3.考試分發,1,1,0
40842,10,8,4,10,7,39,47.9000015258789,22.1100006103516,0,3,62,88, ,44, ,3.考試分發,1,1,1
40843,8,8,6,10,7,39,55,18.1700000762939,0,8, , , , , ,3.考試分發,1,1,0
40844, , , , , , , , , , ,84,88, ,76, ,1.學校推薦,0,0,1
40846, , , , , , , , , , ,56,62, ,32, ,1.學校推薦,0,0,1
40848,13,13,5,13,7,51,77.0699996948242,63.8300018310547,0,26.6000003814697, , , , , ,3.考試分發,1,1,0
40850,12,15,7,12,11,57, , , , , , , , , ,1.學校推薦,1,0,0
40851,10,8,7,10,9,44,53.9300003051758,24.5, ,44.7999992370605, , , , , ,4.獨立招生,1,1,0
40854,12,11,6,11,10,50,52.9300003051758,41.6100006103516,0,28.2000007629395, , , , , ,3.考試分發,1,1,0
40855, , , , , , , , , , ,68,54, ,40, ,3.考試分發,0,0,1
40856, , , , , , , , , , , , , , , ,-,0,0,0
40858, , , , , , , , , , , , , , , ,-,0,0,0
40860, , , , , , , , , , ,42,28, ,28, ,3.考試分發,0,0,1
40862, , , , , , , , , , ,76,38, ,52, ,3.考試分發,0,0,1
40865, , , , , , , , , , ,52,28,32, , ,3.考試分發,0,0,1
40866, , , , , , , , , , ,76,66, ,64, ,3.考試分發,0,0,1
40867,11,4,4,9,7,35, , , , , , , , , ,2.個人申請,1,0,0
40868,4,3,2,5,4,18, , , , ,16,20, ,24, ,-,1,0,1
40871,12,8,5,13,11,49, , , , , , , , , ,1.學校推薦,1,0,0
40872, , , , , , , , , , ,64,26,76, , ,3.考試分發,0,0,1
40873,12,5,4,8,8,37, , , , , , , , , ,1.學校推薦,1,0,0
40874, , , , , , , , , , ,60,36, ,44, ,1.學校推薦,0,0,1
40875,7,5,1,11,6,30,39.4700012207031,7.17000007629395, ,15.8000001907349, , , , , ,-,1,1,0
40877,11,8,6,11,7,43, , , , , , , , , ,1.學校推薦,1,0,0
40878,9,8,3,7,4,31, , , , ,70,80, ,56, ,1.學校推薦,1,0,1
40879, , , , , , , , , , ,60,50,68, , ,1.學校推薦,0,0,1
40881, , , , , , , , , , , , , , , ,-,0,0,0
40882,12,12,10,10,12,56,58.2299995422363,56.939998626709,72.4000015258789,81.8000030517578, , , , , ,3.考試分發,1,1,0
40887,14,10,6,10,7,47,64.5699996948242,23.8899993896484,0,50.5, , , , , ,3.考試分發,1,1,0
40888, , , , , , , , , , , , , , , ,4.獨立招生,0,0,0
40889,5,3,2,5,5,20, , , , , , , , , ,4.獨立招生,1,0,0
40891, , , , , , , , , , , , , , , ,-,0,0,0
40892,12,9,5,11,7,44,49.1699981689453,25.7800006866455,0,16.7999992370605, , , , , ,3.考試分發,1,1,0
40893,11,7,10,13,11,52,43.5699996948242,25.4400005340576,66.3000030517578,68.1999969482422, , , , , ,3.考試分發,1,1,0
40895,9,6,4,12,9,40,46.0699996948242,22.5599994659424,0,54.4000015258789, , , , , ,3.考試分發,1,1,0
40897, , , , , , , , , , ,44,20, ,28, ,4.獨立招生,0,0,1
40899,13,10,8,9,7,47, , , , , , , , , ,1.學校推薦,1,0,0
40900,12,9,4,12,8,45,55.4000015258789,19.0599994659424,0,35.2999992370605, , , , , ,3.考試分發,1,1,0
40901,11,12,8,11,9,51,74.5999984741211,46.1699981689453,0,59.4000015258789, , , , , ,3.考試分發,1,1,0
40902,11,6,6,9,7,39,30.1299991607666,11.5600004196167,0,28.1000003814697, , , , , ,3.考試分發,1,1,0
40903, , , , , , , , , , ,68,52,64, , ,5.技優入學,0,0,1
40905,7,4,2,7,6,26, , , , ,82,50, ,52, ,1.學校推薦,1,0,1
40906,14,15,14,13,15,71, , , , , , , , , ,2.個人申請,1,0,0
40907,5,5,2,6,5,23, , , , , , , , , ,4.獨立招生,1,0,0
40908,10,6,6,10,6,38, , , , , , , , , ,1.學校推薦,1,0,0
40909, , , , , , , , , , ,64,58,84, , ,3.考試分發,0,0,1
40912, , , , , , , , , , ,72,60, ,72, ,3.考試分發,0,0,1
40914,11,5,10,9,11,46, , , , , , , , , ,1.學校推薦,1,0,0
40917, , , , , , , , , , ,54,34, ,24, ,3.考試分發,0,0,1
40918, , , , , , , , , , ,74,78, ,80, ,3.考試分發,0,0,1
40920,14,9,8,10,14,55, , , , , , , , , ,2.個人申請,1,0,0
40921, , , , , , , , , , ,72,50,68, , ,3.考試分發,0,0,1
40922,12,6,2,12,9,41, , , , , , , , , ,2.個人申請,1,0,0
40924,12,11,7,11,8,49,61.6699981689453,42.5,0,44.7000007629395, , , , , ,3.考試分發,1,1,0
40925,11,11,8,10,11,51,49.0299987792969,24.0599994659424,23.2000007629395,34.4000015258789, , , , , ,3.考試分發,1,1,0
40927, , , , , , , , , , , , , , , ,4.獨立招生,0,0,0
40928, , , , , , , , , , ,78,48, ,64, ,3.考試分發,0,0,1
40929,11,8,9,11,10,49,69.0999984741211,18.8299999237061,38,40.7999992370605, , , , , ,3.考試分發,1,1,0
40930,12,13,6,13,10,54,70.8300018310547,49.939998626709,0,48.9000015258789, , , , , ,3.考試分發,1,1,0
40932,14,14,12,13,13,66, , , , , , , , , ,2.個人申請,1,0,0
40933,10,13,6,11,8,48,47.4000015258789,65.7200012207031,0,69.8000030517578, , , , , ,3.考試分發,1,1,0
40934,12,6,6,11,8,43,50.7299995422363,4.78000020980835,0,34.5, , , , , ,3.考試分發,1,1,0
40935,7,3,3,8,5,26, , , , , , , , , ,-,1,0,0
40936,10,8,5,6,5,34, , , , , , , , , ,2.個人申請,1,0,0
40938,11,8,4,9,8,40,53.7700004577637,13.5600004196167,0,50.7000007629395, , , , , ,3.考試分發,1,1,0
40940,14,15,10,13,11,63, , , , , , , , , ,7.繁星計畫,1,0,0
40942, , , , , , , , , , ,70,70,64, , ,1.學校推薦,0,0,1
40946,8,8,5,9,7,37,28.5699996948242,16.5599994659424, ,22.1000003814697, , , , , ,-,1,1,0
40947,12,14,14,15,14,69, , , , , , , , , ,1.學校推薦,1,0,0
40948,5,3,2,5,5,20, , , , ,56,34, ,28, ,3.考試分發,1,0,1
40951,13,14,10,13,11,61, , , , , , , , , ,2.個人申請,1,0,0
40952,12,7,8,12,13,52,54.7700004577637,29.3299999237061,32.4000015258789,0, , , , , ,3.考試分發,1,1,0
40953, , , , , , , , , , ,24,38,24, , ,-,0,0,1
40956, , , , , , , , , , ,54,54, ,28, ,1.學校推薦,0,0,1
40957, , , , , , , , , , , , , , , ,-,0,0,0
40960,4,4,3,4,4,19, , , , ,68,58, ,60, ,1.學校推薦,1,0,1
40962, , , , , , , , , , ,82,32,68, , ,3.考試分發,0,0,1
40963,2,4,2,6,4,18, , , , , , , , , ,2.個人申請,1,0,0
40965, , , , , , ,40.2999992370605,16.5,4.80000019073486,31.1000003814697, , , , , ,3.考試分發,0,1,0
40966,10,12,13,13,12,60,54.8699989318848,44.3300018310547,71.3000030517578,73.4000015258789, , , , , ,3.考試分發,1,1,0
40968,10,7,4,12,8,41, , , , ,62,56, ,80, ,1.學校推薦,1,0,1
40969,14,11,11,13,12,61,74.129997253418,33.1100006103516,52.9000015258789,100, , , , , ,3.考試分發,1,1,0
40970, , , , , , , , , , ,70,36, ,48, ,3.考試分發,0,0,1
40972,14,14,12,14,13,67,71.629997253418,72.8300018310547,47.2000007629395,77.5, , , , , ,3.考試分發,1,1,0
40973,13,5,7,10,9,44, , , , , , , , , ,2.個人申請,1,0,0
40975,10,6,8,11,11,46,38.6300010681152,18.8299999237061,32,58.7999992370605, , , , , ,3.考試分發,1,1,0
40976,2,4,1,8,6,21, , , , , , , , , ,5.技優入學,1,0,0
40980,10,5,9,12,9,45,53.1699981689453,21,66,75.4000015258789, , , , , ,3.考試分發,1,1,0
40981,11,7,9,8,11,46,56.4000015258789,19.8899993896484,43.5999984741211,65.0999984741211, , , , , ,3.考試分發,1,1,0
40982, , , , , , , , , , ,48,26,28, , ,3.考試分發,0,0,1
40983, , , , , , , , , , ,46,26, ,20, ,-,0,0,1
40984,12,4,7,9,9,41,31,4.67000007629395,27.5,50.4000015258789, , , , , ,3.考試分發,1,1,0
40986, , , , , , , , , , ,70,56, ,84, ,3.考試分發,0,0,1
40987,11,8,10,11,9,49,48.6699981689453,36.2799987792969,32.4000015258789,59.2000007629395, , , , , ,3.考試分發,1,1,0
40991,9,6,4,10,6,35, , , , ,68,84,84, , ,3.考試分發,1,0,1
40995,8,7,6,9,9,39,33.3300018310547,10.1700000762939,33.2000007629395,40.9000015258789, , , , , ,3.考試分發,1,1,0
40996, , , , , , , , , , , , , , , ,-,0,0,0
40997,12,9,6,12,6,45, , , , , , , , , ,2.個人申請,1,0,0
40999,3,4,2,6,5,20, , , , ,64,22,64, , ,4.獨立招生,1,0,1
41000,12,9,6,8,9,44,64.9300003051758,24.4400005340576,12,24.8999996185303, , , , , ,3.考試分發,1,1,0
41003, , , , , , , , , , ,76,56,60, , ,1.學校推薦,0,0,1
41004,12,11,6,11,10,50,61,46.7799987792969,19.1000003814697,36.2000007629395, , , , , ,3.考試分發,1,1,0
41005, , , , , , , , , , ,52,18,36, , ,3.考試分發,0,0,1
41007,12,13,9,15,13,62,77.2300033569336,55.6100006103516,34,72.1999969482422, , , , , ,3.考試分發,1,1,0
41011,4,3,2,7,3,19, , , , , , , , , ,4.獨立招生,1,0,0
41013,9,15,10,10,11,55, , , , , , , , , ,1.學校推薦,1,0,0
41014, , , , , , , , , , ,50,38, ,24, ,1.學校推薦,0,0,1
41015,13,7,3,11,6,40, , , , , , , , , ,1.學校推薦,1,0,0
41016,11,4,3,9,7,34,47.8699989318848,8,0,28.6000003814697, , , , , ,3.考試分發,1,1,0
41017,11,10,6,8,10,45,55.5699996948242,42.7200012207031,26.3999996185303,79.5999984741211, , , , , ,3.考試分發,1,1,0
41019,10,7,2,10,9,38,44.9700012207031,12.5,24.2000007629395,40.9000015258789, , , , , ,3.考試分發,1,1,0
41020,4,1,2,7,4,18, , , , , , , , , ,4.獨立招生,1,0,0
41021,9,4,2,7,5,27, , , , ,76,44,24, , ,4.獨立招生,1,0,1
41023,9,7,2,10,7,35,39.5299987792969,16.2199993133545,0,14.1000003814697, , , , , ,3.考試分發,1,1,0
41025, , , , , , ,11.5299997329712,9,0,9.60000038146973,64,58, ,68, ,3.考試分發,0,1,1
41029,12,12,13,11,12,60,54.5299987792969,29.7199993133545,49.2000007629395,74.8000030517578, , , , , ,3.考試分發,1,1,0
41030,9,6,6,10,6,37, , , , ,78,78, ,88, ,3.考試分發,1,0,1
41033,14,14,12,11,13,64,64.1999969482422,64.5,73.5999984741211,0, , , , , ,3.考試分發,1,1,0
41035,12,13,5,10,8,48,61.0999984741211,56.1699981689453,0,37.7999992370605, , , , , ,3.考試分發,1,1,0
41036,6,4,3,6,5,24, , , , ,64,70,92, , ,1.學校推薦,1,0,1
41038, , , , , , , , , , ,82,62,56, , ,-,0,0,1
41039,10,5,5,12,7,39,44.0699996948242,15.8900003433228,0,45.5999984741211, , , , , ,3.考試分發,1,1,0
41041, , , , , , , , , , ,76,44, ,52, ,3.考試分發,0,0,1
41044,14,14,7,14,10,59,88.8000030517578,66,30.7999992370605,56.2999992370605, , , , , ,3.考試分發,1,1,0
41045,12,13,12,12,12,61, , , , , , , , , ,7.繁星計畫,1,0,0
41046,10,11,9,10,13,53,57.8699989318848,41.5,58.0999984741211,63, , , , , ,3.考試分發,1,1,0
41047,15,14,12,12,15,68, , , , , , , , , ,1.學校推薦,1,0,0
41048,13,9,4,12,10,48,68.0999984741211,43,0,26.7999992370605, , , , , ,3.考試分發,1,1,0
41049, , , , , , , , , , ,82,76, ,76, ,3.考試分發,0,0,1
41050, , , , , , , , , , ,58,32, ,20, ,3.考試分發,0,0,1
41052,13,11,8,13,11,56, , , , , , , , , ,2.個人申請,1,0,0
41053, , , , , , , , , , ,70,62, ,64, ,1.學校推薦,0,0,1
41055,12,12,12,13,13,62, , , , , , , , , ,1.學校推薦,1,0,0
41056,13,13,8,11,8,53,63.6300010681152,48.2200012207031,0,36, , , , , ,3.考試分發,1,1,0
41057, , , , , , , , , , ,30,28, ,24, ,-,0,0,1
41059, , , , , , , , , , ,34,18, ,36, ,2.個人申請,0,0,1
41060,14,13,8,13,12,60,75.6699981689453,62.7799987792969,18.2000007629395,40.7999992370605, , , , , ,3.考試分發,1,1,0
41061,11,8,8,8,8,43, , , , , , , , , ,2.個人申請,1,0,0
41062,15,15,12,13,13,68, , , , , , , , , ,2.個人申請,1,0,0
41064,11,10,10,11,13,55,52.7000007629395,28.1100006103516,51.7999992370605,0, , , , , ,3.考試分發,1,1,0
41066, , , , , , , , , , ,52,30,76, , ,3.考試分發,0,0,1
41067, , , , , , , , , , ,72,42,72, , ,-,0,0,1
41068,10,4,3,10,8,35, , , , , , , , , ,1.學校推薦,1,0,0
41069,15,15,14,14,12,70,81.4300003051758,84.8300018310547,0,83, , , , , ,3.考試分發,1,1,0
41070,7,6,3,7,6,29, , , , ,66,70,68, , ,1.學校推薦,1,0,1
41071,12,7,8,13,14,54,63.9300003051758,34.1699981689453,52.2000007629395,62.4000015258789, , , , , ,3.考試分發,1,1,0
41072,14,12,8,14,12,60,62.4300003051758,56.439998626709,38.2999992370605,67.5, , , , , ,3.考試分發,1,1,0
41073,11,4,6,13,10,44,57.8300018310547,6.8899998664856,0,27, , , , , ,3.考試分發,1,1,0
41074,12,7,6,10,6,41,51.6300010681152,10.6099996566772,24.2000007629395,31.7999992370605, , , , , ,3.考試分發,1,1,0
41076,11,4,6,8,8,37, , , , ,80,56, ,64, ,-,1,0,1
41077, , , , , , , , , , , , , , , ,4.獨立招生,0,0,0
41079,11,10,6,12,10,49,65.4300003051758,26.7800006866455,0,48.7999992370605, , , , , ,3.考試分發,1,1,0
41080, , , , , , , , , , , , , , , ,4.獨立招生,0,0,0
41081, , , , , , , , , , ,62,22,44, , ,3.考試分發,0,0,1
41082, , , , , , , , , , ,70,38, ,40, ,3.考試分發,0,0,1
41083,12,13,13,12,14,64,53.1300010681152,69.3300018310547,64.8000030517578,81.8000030517578, , , , , ,3.考試分發,1,1,0
41084,5,4,4,6,5,24, , , , , , , , , ,-,1,0,0
41085, , , , , , , , , , ,80,92,84, , ,3.考試分發,0,0,1
41087,7,6,3,8,4,28, , , , ,64,56,44, , ,-,1,0,1
41088,15,11,7,12,10,55,70.3000030517578,31.0599994659424,0,50, , , , , ,3.考試分發,1,1,0
41090, , , , , , , , , , , , , , , ,-,0,0,0
41092,6,4,2,4,4,20, , , , ,40,26, , ,44,1.學校推薦,1,0,1
41094,12,13,6,13,9,53,68.5699996948242,45.8300018310547,0,28, , , , , ,3.考試分發,1,1,0
41095,11,11,6,11,7,46, , , , , , , , , ,1.學校推薦,1,0,0
41096,10,12,14,12,13,61,42,53.3300018310547,72.0999984741211,87, , , , , ,3.考試分發,1,1,0
41097, , , , , , , , , , ,80,66, ,84, ,3.考試分發,0,0,1
41100,13,12,8,13,13,59,72.8000030517578,39.3899993896484,0,42.5999984741211, , , , , ,3.考試分發,1,1,0
41101,10,7,4,9,8,38, , , , ,62,50, ,24, ,3.考試分發,1,0,1
41102,14,14,9,11,9,57,79.129997253418,50.6699981689453,0,66.1999969482422, , , , , ,3.考試分發,1,1,0
41103, , , , , , , , , , , , , , , ,-,0,0,0
41104,13,14,4,15,11,57,79.9300003051758,66.6699981689453,0,63, , , , , ,3.考試分發,1,1,0
41106, , , , , , , , , , ,46,14, ,14, ,3.考試分發,0,0,1
41107,11,8,4,8,4,35, , , , , , , , , ,2.個人申請,1,0,0
41108,11,7,2,10,5,35, , , , ,68,48, ,40, ,1.學校推薦,1,0,1
41109, , , , , , , , , , ,80,82, ,68, ,3.考試分發,0,0,1
41110,11,10,5,11,10,47,59.8300018310547,57.6100006103516,0,47.9000015258789, , , , , ,3.考試分發,1,1,0
41111,10,6,5,7,7,35,40.0999984741211,14,0,29.8999996185303, , , , , ,3.考試分發,1,1,0
41113,6,4,2,6,6,24, , , , ,44,34, ,36, ,3.考試分發,1,0,1
41114,10,11,14,13,12,60,54.0999984741211,29.2800006866455,78.0999984741211,82.3000030517578, , , , , ,3.考試分發,1,1,0
41115,13,10,7,13,9,52,68.0699996948242,26.2800006866455,0,56.7000007629395, , , , , ,3.考試分發,1,1,0
41119,14,13,6,11,12,56, , , , , , , , , ,2.個人申請,1,0,0
41121,13,8,4,8,7,40,68.5,14.1700000762939,0,4.80000019073486, , , , , ,3.考試分發,1,1,0
41122,7,3,4,7,4,25, , , , , , , , , ,-,1,0,0
41123,12,7,2,9,6,36,36.5699996948242,7.32999992370605, ,26.5, , , , , ,-,1,1,0
41127,11,4,5,11,10,41,47.0999984741211,12.7799997329712,15,27, , , , , ,3.考試分發,1,1,0
41130,9,8,6,12,7,42, , , , , , , , , ,1.學校推薦,1,0,0
41131,13,14,7,14,9,57,65.4300003051758,70.7799987792969,0,58.4000015258789, , , , , ,3.考試分發,1,1,0
41133,7,6,7,9,8,37, , , , , , , , , ,2.個人申請,1,0,0
