stud_id,g1a,g2a,g3a,g4a,g5a,g_total,s1,s2,s3,s4,chinese,english,matha,mathb,mathc,track,indrg,indrs,ind42
11743,12,8,9,10,9,48,51.2000007629395,32.6100006103516,0,47.5, , , , , ,3.考試分發,1,1,0
11744,12,11,3,11,9,46,58.9300003051758,31.3899993896484, ,31.2999992370605, , , , , ,3.考試分發,1,1,0
11746,9,4,3,7,5,28, , , , ,68,30, ,32, ,3.考試分發,1,0,1
11751, , , , , , , , , , ,68,30, ,48, ,1.學校推薦,0,0,1
11752,12,14,6,13,9,54,57.2700004577637,56.3300018310547,0,39.2999992370605, , , , , ,3.考試分發,1,1,0
11756, , , , , , , , , , ,82,64,84, , ,3.考試分發,0,0,1
11761, , , , , , , , , , ,70,20, ,72, ,3.考試分發,0,0,1
11764,11,6,8,9,10,44,41.9300003051758,9,49,64.5999984741211, , , , , ,3.考試分發,1,1,0
11773,12,8,6,11,10,47, , , , , , , , , ,1.學校推薦,1,0,0
11780, , , , , , , , , , ,70,66, ,40, ,3.考試分發,0,0,1
11789, , , , , , , , , , ,66,62, ,48, ,1.學校推薦,0,0,1
11795,12,9,4,9,8,42,38.4300003051758,25.6100006103516,11.6000003814697,30.8999996185303, , , , , ,3.考試分發,1,1,0
11799,12,9,8,14,9,52,59.4300003051758,29.3299999237061,0,69.8000030517578, , , , , ,3.考試分發,1,1,0
11804, , , , , , , , , , ,76,72, ,76, ,3.考試分發,0,0,1
11807,14,11,5,12,11,53, , , , , , , , , ,2.個人申請,1,0,0
11808, , , , , , , , , , ,64,46, ,76, ,3.考試分發,0,0,1
11823,11,11,10,12,9,53, , , , , , , , , ,2.個人申請,1,0,0
11826,12,13,6,11,9,51,59.3699989318848,48.6699981689453,0,47.2999992370605, , , , , ,3.考試分發,1,1,0
11837, , , , , , , , , , , , , , , ,-,0,0,0
11840, , , , , , , , , , , , , , , ,-,0,0,0
11848,11,11,8,13,7,50,65.5999984741211,33.6699981689453,0,18.5, , , , , ,3.考試分發,1,1,0
11850,11,10,9,11,11,52, , , , , , , , , ,2.個人申請,1,0,0
11854,10,10,5,10,11,46,58.5,30.1700000762939,37.7999992370605,57.0999984741211, , , , , ,3.考試分發,1,1,0
11856, , , , , , , , , , ,40,26,20, , ,1.學校推薦,0,0,1
11857,11,5,7,11,7,41,40.4000015258789,10.2799997329712,0,59.7999992370605, , , , , ,3.考試分發,1,1,0
11865,13,15,9,12,13,62,50.4000015258789,38.2799987792969,53.5,75.8000030517578, , , , , ,8.其他,1,1,0
11868,11,11,9,8,12,51, , , , , , , , , ,2.個人申請,1,0,0
11869,12,14,12,13,13,64,75.7300033569336,71.5,42.5999984741211,67.8000030517578, , , , , ,3.考試分發,1,1,0
11871,13,7,8,10,6,44,66.0299987792969,22.3299999237061,0,40.0999984741211, , , , , ,3.考試分發,1,1,0
11873,11,13,10,12,11,57, , , , , , , , , ,2.個人申請,1,0,0
11876, , , , , , , , , , ,60,48, ,24, ,1.學校推薦,0,0,1
11877, , , , , , , , , , ,76,56, ,76, ,3.考試分發,0,0,1
11880,8,4,5,11,6,34, , , , , , , , , ,1.學校推薦,1,0,0
11885,14,14,10,13,12,63, , , , , , , , , ,1.學校推薦,1,0,0
11888,13,8,8,13,13,55,54.2700004577637,21.8299999237061,35.5999984741211,64.8000030517578, , , , , ,3.考試分發,1,1,0
11895, , , , , , , , , , ,88,78,76, , ,3.考試分發,0,0,1
11904,13,9,12,8,10,52, , , , , , , , , ,1.學校推薦,1,0,0
11916,12,10,7,11,8,48, , , , , , , , , ,1.學校推薦,1,0,0
11922, , , , , , , , , , ,68,60,80, , ,3.考試分發,0,0,1
11925,12,5,5,10,11,43,35,6.5,30.8999996185303,46.7999992370605, , , , , ,3.考試分發,1,1,0
11932, , , , , , , , , , ,82,84, ,84, ,2.個人申請,0,0,1
11936, , , , , , , , , , ,66,54,52, , ,3.考試分發,0,0,1
11939, , , , , , , , , , ,82,58, ,44, ,3.考試分發,0,0,1
11947, , , , , , , , , , ,60,32, ,52, ,1.學校推薦,0,0,1
11952, , , , , , , , , , ,72,64, ,84, ,1.學校推薦,0,0,1
11959,12,10,10,11,9,52,65.4300003051758,31.0599994659424,42.2999992370605,0, , , , , ,3.考試分發,1,1,0
11962,8,5,6,8,8,35,40.3300018310547,5.17000007629395,12,58, , , , , ,3.考試分發,1,1,0
11969,14,13,10,14,11,62,72.5999984741211,63.439998626709,0,73.5999984741211, , , , , ,3.考試分發,1,1,0
11973, , , , , , , , , , , , , , , ,-,0,0,0
11974,10,6,7,10,7,40,51.7299995422363,6.32999992370605,0,26.5, , , , , ,3.考試分發,1,1,0
11976, , , , , , , , , , , , , , , ,6.體育保送,0,0,0
11977,12,5,12,8,12,49,37.7299995422363,8.67000007629395,34.9000015258789,60.5, , , , , ,3.考試分發,1,1,0
11984,13,13,4,11,9,50,48.3699989318848,46.7799987792969,0,48.4000015258789, , , , , ,3.考試分發,1,1,0
11985,12,10,8,13,8,51,68.5299987792969,26.4400005340576,0,61.4000015258789, , , , , ,3.考試分發,1,1,0
11987, , , , , , , , , , ,78,60,96, , ,1.學校推薦,0,0,1
11993,11,6,4,8,7,36,37,9, ,16, , , , , ,8.其他,1,1,0
11994,13,7,9,11,10,50, , , , , , , , , ,2.個人申請,1,0,0
12006,13,8,10,14,12,57,54.4700012207031,10.2799997329712,0,93, , , , , ,3.考試分發,1,1,0
12016,12,12,8,12,14,58,66,50.1699981689453,53.9000015258789,88.8000030517578, , , , , ,3.考試分發,1,1,0
12018,11,9,10,10,10,50,46.2999992370605,31.3299999237061,34,59.4000015258789, , , , , ,3.考試分發,1,1,0
12024,10,6,6,8,11,41,62.0299987792969,16.7800006866455,41.2999992370605,68.5999984741211, , , , , ,3.考試分發,1,1,0
12026,11,7,12,12,13,55,63.9000015258789,32.7200012207031,68.1999969482422,0, , , , , ,3.考試分發,1,1,0
12033,8,4,3,8,5,28, , , , ,62,56, , ,44,1.學校推薦,1,0,1
12038,14,12,10,11,13,60, , , , , , , , , ,2.個人申請,1,0,0
12041,11,8,4,13,9,45,53.9700012207031,45.5,0,39.2000007629395, , , , , ,3.考試分發,1,1,0
12042, , , , , , , , , , ,76,34,44, , ,3.考試分發,0,0,1
12043,13,12,10,13,8,56,68.5699996948242,69.8300018310547,0,50.0999984741211, , , , , ,3.考試分發,1,1,0
12044, , , , , , , , , , , , , , , ,-,0,0,0
12050, , , , , , , , , , ,0,0, ,0, ,-,0,0,1
12052,15,14,8,15,11,63, , , , , , , , , ,2.個人申請,1,0,0
12060,9,5,2,11,6,33,21.4699993133545,4.55999994277954, ,17.3999996185303,86,62, ,52, ,3.考試分發,1,1,1
12061,13,10,12,13,12,60,72.129997253418,29.1100006103516,54.2000007629395,55.2999992370605, , , , , ,3.考試分發,1,1,0
12062,14,5,10,10,6,45, , , , , , , , , ,2.個人申請,1,0,0
12068,11,11,6,13,12,53,55.3699989318848,42.3300018310547,32.4000015258789,67.8000030517578, , , , , ,3.考試分發,1,1,0
12073, , , , , , , , , , ,86,70, ,80, ,3.考試分發,0,0,1
12075,12,14,7,8,12,53,52.4000015258789,70.4400024414063,16.2000007629395,56.4000015258789, , , , , ,3.考試分發,1,1,0
12076, , , , , , , , , , ,68,50,36, , ,3.考試分發,0,0,1
12083, , , , , , , , , , , , , , , ,4.獨立招生,0,0,0
12087,13,12,6,13,11,55,83.9000015258789,48.939998626709,0,57.2999992370605, , , , , ,3.考試分發,1,1,0
12097,9,4,2,7,5,27, , , , ,74,36, ,44, ,1.學校推薦,1,0,1
12107, , , , , , , , , , ,56,32, ,48, ,1.學校推薦,0,0,1
12110, , , , , , , , , , ,76,84, ,76, ,3.考試分發,0,0,1
12111, , , , , , , , , , ,76,56, ,44, ,3.考試分發,0,0,1
12113,11,9,9,14,11,54,39.3300018310547,9, ,48.4000015258789, , , , , ,-,1,1,0
12119,13,11,14,15,14,67,74.7699966430664,48.2799987792969,48.5,83.8000030517578, , , , , ,3.考試分發,1,1,0
12125,8,4,7,13,9,41,43.9300003051758,0, ,15.8000001907349, , , , , ,-,1,1,0
12126, , , , , , , , , , ,82,80,96, , ,1.學校推薦,0,0,1
12130, , , , , , , , , , ,42,26, ,32, ,3.考試分發,0,0,1
12131,13,8,6,10,9,46, , , , , , , , , ,1.學校推薦,1,0,0
12133, , , , , , , , , , ,74,64, ,68, ,3.考試分發,0,0,1
12134,10,7,3,10,7,37,45.5,5,0,28.7999992370605, , , , , ,3.考試分發,1,1,0
12137,11,3,3,9,6,32, , , , , , , , , ,1.學校推薦,1,0,0
12139, , , , , , , , , , ,54,56, ,60, ,3.考試分發,0,0,1
12169,9,5,8,9,9,40,50.5699996948242,10.1700000762939,27.7999992370605,83.5999984741211, , , , , ,3.考試分發,1,1,0
12177,11,6,5,9,6,37, , , , , , , , , ,-,1,0,0
12183, , , , , , , , , , ,82,38,52, , ,-,0,0,1
12186,13,9,6,12,9,49,63.4700012207031,35.1699981689453,0,44.7999992370605, , , , , ,3.考試分發,1,1,0
12192,13,13,7,11,8,52,73.4300003051758,46.2799987792969,23.7999992370605,41.4000015258789, , , , , ,3.考試分發,1,1,0
12196, , , , , , , , , , , , , , , ,4.獨立招生,0,0,0
12198, , , , , , , , , , ,74,56, ,56, ,3.考試分發,0,0,1
12203,13,10,9,10,12,54, , , , , , , , , ,2.個人申請,1,0,0
12204,13,9,5,12,7,46, , , , , , , , , ,2.個人申請,1,0,0
12223,8,4,6,6,7,31, , , , ,62,46, ,64, ,3.考試分發,1,0,1
12229,13,12,8,12,13,58,70.6699981689453,60.8300018310547,44.4000015258789,51.2000007629395, , , , , ,3.考試分發,1,1,0
12236,13,7,3,10,6,39, , , , ,90,80, ,76, ,1.學校推薦,1,0,1
12240, , , , , , , , , , ,74,68, ,84, ,3.考試分發,0,0,1
12241,11,6,7,12,12,48,51.8699989318848,8.32999992370605,26.7999992370605,45.5999984741211, , , , , ,3.考試分發,1,1,0
12246,13,7,8,11,10,49,56.0699996948242,13.9399995803833,47.7999992370605,50.2000007629395, , , , , ,3.考試分發,1,1,0
12257,12,9,9,10,10,50, , , , , , , , , ,2.個人申請,1,0,0
12268,14,13,14,13,15,69, , , , , , , , , ,2.個人申請,1,0,0
12273,12,12,10,13,12,59,66.6999969482422,37.8899993896484,0,48.4000015258789, , , , , ,3.考試分發,1,1,0
12274, , , , , , , , , , ,76,62, ,72, ,3.考試分發,0,0,1
12281,13,8,5,15,8,49, , , , , , , , , ,-,1,0,0
12284,12,10,12,10,11,55,61.9300003051758,25.3899993896484,43.2999992370605,79.8000030517578, , , , , ,3.考試分發,1,1,0
12286,10,6,6,8,8,38, , , , , , , , , ,-,1,0,0
12288, , , , , , , , , , ,60,34, ,44, ,3.考試分發,0,0,1
12298,11,8,6,8,10,43,53.0299987792969,24.6700000762939,27.2000007629395,36.0999984741211, , , , , ,3.考試分發,1,1,0
12307,13,12,8,14,12,59,76.0299987792969,59.3300018310547,73.5,50.5, , , , , ,3.考試分發,1,1,0
12308, , , , , , , , , , ,44,28, ,40, ,3.考試分發,0,0,1
12311,11,8,10,12,12,53,63.7999992370605,36.1100006103516,51,67.5999984741211, , , , , ,3.考試分發,1,1,0
12313,11,9,7,14,8,49,68.7699966430664,30.2800006866455,0,51.5999984741211, , , , , ,3.考試分發,1,1,0
12315, , , , , , , , , , ,74,72, ,76, ,3.考試分發,0,0,1
12318,14,13,11,13,12,63,68.6699981689453,51.6699981689453,0,65.9000015258789, , , , , ,3.考試分發,1,1,0
12330,7,4,4,9,7,31, , , , , , , , , ,-,1,0,0
12334,12,13,7,11,11,54,66.870002746582,53.3300018310547,0,37.2000007629395, , , , , ,3.考試分發,1,1,0
12336,11,10,6,12,10,49,68.2300033569336,52.5,0,45.7000007629395, , , , , ,3.考試分發,1,1,0
12339,10,5,7,11,12,45,64.0299987792969,12.1099996566772,27.7999992370605,52, , , , , ,3.考試分發,1,1,0
12346,14,15,14,15,15,73, , , , , , , , , ,2.個人申請,1,0,0
12352,12,10,4,10,9,45, , , , , , , , , ,1.學校推薦,1,0,0
12355,12,10,5,14,9,50,63.1699981689453,26.3299999237061,0,34.5, , , , , ,3.考試分發,1,1,0
12356,10,9,8,9,10,46,42.6300010681152,31.1100006103516,63.9000015258789,0, , , , , ,3.考試分發,1,1,0
12361,11,11,7,11,5,45,48.2999992370605,43.3899993896484,0,30, , , , , ,3.考試分發,1,1,0
12365,11,12,8,12,11,54,60.4000015258789,33.7200012207031,10.1999998092651,55, , , , , ,2.個人申請,1,1,0
12366,10,6,4,6,5,31, , , , ,68,54, ,68, ,3.考試分發,1,0,1
12367,14,15,11,14,14,68,66.4000015258789,90.3300018310547,61.9000015258789,0, , , , , ,3.考試分發,1,1,0
12372, , , , , , , , , , ,66,38, ,24, ,1.學校推薦,0,0,1
12375, , , , , , , , , , ,80,26, ,36, ,1.學校推薦,0,0,1
12378,12,15,12,12,10,61,61,78.1699981689453,0,48.5, , , , , ,3.考試分發,1,1,0
12380, , , , , , , , , , ,82,86, ,72, ,3.考試分發,0,0,1
12382,9,6,3,5,5,28, , , , ,58,48, ,64, ,1.學校推薦,1,0,1
12388,12,9,4,12,7,44,67.5999984741211,35.2799987792969,0,42, , , , , ,3.考試分發,1,1,0
12389,11,13,8,11,8,51,52.9000015258789,38.7200012207031,0,40.7999992370605, , , , , ,3.考試分發,1,1,0
12392, , , , , , , , , , , , , , , ,2.個人申請,0,0,0
12397,14,12,13,12,12,63,65.8300018310547,44,47.4000015258789,83.8000030517578, , , , , ,3.考試分發,1,1,0
12413, , , , , , , , , , ,64,26, ,56, ,3.考試分發,0,0,1
12419,14,15,10,13,9,61,75.2699966430664,62.939998626709,0,74.0999984741211, , , , , ,3.考試分發,1,1,0
12420,13,11,11,11,11,57,74.9000015258789,30.2800006866455,23.5,83.4000015258789, , , , , ,3.考試分發,1,1,0
12423,14,11,11,10,10,56,60.9000015258789,28.6700000762939,0,38.9000015258789, , , , , ,3.考試分發,1,1,0
12424,13,7,8,11,8,47, , , , , , , , , ,2.個人申請,1,0,0
12425,13,10,5,11,10,49,54.7999992370605,28.2199993133545,19.3999996185303,45.5, , , , , ,3.考試分發,1,1,0
12426,12,9,7,12,7,47,47.3699989318848,29.8899993896484,0,56.2000007629395, , , , , ,3.考試分發,1,1,0
12430,13,9,8,10,9,49,47.9700012207031,19.0599994659424,17.2999992370605,45.7000007629395, , , , , ,3.考試分發,1,1,0
12434, , , , , , , , , , ,86,88,100, , ,3.考試分發,0,0,1
12445, , , , , , , , , , ,26,38, ,36, ,-,0,0,1
12450,12,12,7,12,8,51,65.8000030517578,61.7799987792969,0,24.6000003814697, , , , , ,3.考試分發,1,1,0
12454,8,9,4,9,8,38, , , , , , , , , ,2.個人申請,1,0,0
12458,12,10,8,13,14,57,74.5299987792969,39.2799987792969,65.5999984741211,71, , , , , ,3.考試分發,1,1,0
12463, , , , , , , , , , ,62,72,68, , ,-,0,0,1
12466, , , , , , , , , , ,56,42,40, , ,3.考試分發,0,0,1
12478,12,12,8,12,13,57,79.2300033569336,48.7799987792969,21.7999992370605,76.8000030517578, , , , , ,3.考試分發,1,1,0
12486,10,9,3,9,4,35, , , , , , , , , ,2.個人申請,1,0,0
12487,12,7,7,9,11,46,45,22.1700000762939,41.7000007629395,65.4000015258789, , , , , ,3.考試分發,1,1,0
12489,12,11,5,11,9,48,69.0699996948242,40.8899993896484,0,40.2999992370605, , , , , ,3.考試分發,1,1,0
12494,12,5,2,14,9,42, , , , , , , , , ,3.考試分發,1,0,0
12500,13,10,10,12,8,53, , , , , , , , , ,1.學校推薦,1,0,0
12509, , , , , , , , , , ,60,32, ,28, ,3.考試分發,0,0,1
12515,10,5,2,8,5,30,32.5,19.1700000762939,0,6.09999990463257, , , , , ,3.考試分發,1,1,0
12517,9,7,4,7,6,33, , , , ,74,74, ,56, ,3.考試分發,1,0,1
12522,12,8,6,10,8,44,61.5999984741211,14.4399995803833,0,20, , , , , ,3.考試分發,1,1,0
12523,8,8,3,8,5,32, , , , ,80,78, ,56, ,3.考試分發,1,0,1
12529,9,5,4,11,5,34, , , , , , , , , ,2.個人申請,1,0,0
12530,12,5,4,7,9,37, , , , , , , , , ,2.個人申請,1,0,0
12533,11,11,8,10,11,51,70.8000030517578,46.6699981689453,42.5999984741211,29.7999992370605, , , , , ,3.考試分發,1,1,0
12544, , , , , , , , , , ,66,58, ,48, ,-,0,0,1
12557, , , , , , , , , , ,76,42, ,56, ,1.學校推薦,0,0,1
12565,15,15,15,15,15,75, , , , , , , , , ,2.個人申請,1,0,0
12567, , , , , , , , , , ,74,52, ,60, ,1.學校推薦,0,0,1
12572,11,11,8,12,8,50,51.2999992370605,39.5,0,50.0999984741211, , , , , ,3.考試分發,1,1,0
12573,4,4,2,4,4,18, , , , ,46,28, ,24, ,3.考試分發,1,0,1
12576,14,12,9,13,14,62,59.2700004577637,52.6699981689453,53.4000015258789,67.9000015258789, , , , , ,3.考試分發,1,1,0
12584,10,4,2,6,6,28, , , , ,0,0, ,0, ,4.獨立招生,1,0,1
12585,13,14,6,14,9,56,80.629997253418,66.6699981689453,0,25.2000007629395, , , , , ,3.考試分發,1,1,0
12590, , , , , , , , , , ,68,46, ,52, ,1.學校推薦,0,0,1
12609, , , , , , , , , , ,76,68, ,48, ,3.考試分發,0,0,1
12611,14,13,7,14,12,60,57.2000007629395,49.1699981689453, ,61.4000015258789, , , , , ,-,1,1,0
12614,11,8,6,10,8,43,41.7299995422363,25.8899993896484,0,31.2000007629395, , , , , ,3.考試分發,1,1,0
12615,8,8,6,9,7,38, , , , ,72,80, ,72, ,3.考試分發,1,0,1
12618,13,8,5,9,7,42, , , , , , , , , ,2.個人申請,1,0,0
12624,12,7,3,9,4,35,44.8699989318848,9.82999992370605,0,27.2000007629395, , , , , ,3.考試分發,1,1,0
12625, , , , , , , , , , ,60,44,32, , ,-,0,0,1
12628,13,4,3,9,9,38, , , , , , , , , ,2.個人申請,1,0,0
12638,10,7,2,9,7,35,48.4700012207031,23.3299999237061,0,15.1999998092651, , , , , ,3.考試分發,1,1,0
12640, , , , , , , , , , ,78,64,92, , ,3.考試分發,0,0,1
12645,14,10,6,12,9,51, , , , , , , , , ,1.學校推薦,1,0,0
12650,13,11,3,8,6,41, , , , , , , , , ,2.個人申請,1,0,0
12658,9,5,7,11,8,40,66.3300018310547,13.4399995803833,0,24.8999996185303, , , , , ,3.考試分發,1,1,0
12662,15,15,14,13,14,71, , , , , , , , , ,2.個人申請,1,0,0
12665,12,5,7,10,10,44,58.5,12.5600004196167,53.5999984741211,50.4000015258789, , , , , ,3.考試分發,1,1,0
12675, , , , , , , , , , ,86,60,60, , ,1.學校推薦,0,0,1
12680,11,7,5,9,7,39,55.9700012207031,23.9400005340576,0,15.6000003814697, , , , , ,3.考試分發,1,1,0
12684, , , , , , , , , , ,54,30, ,48, ,-,0,0,1
12686,11,11,6,12,7,47,61.9300003051758,22.1700000762939,0,23.7000007629395, , , , , ,3.考試分發,1,1,0
12691,10,11,7,13,9,50,48.7000007629395,38.2200012207031,10,45, , , , , ,3.考試分發,1,1,0
12694,12,15,10,14,14,65,72.870002746582,72.3300018310547,38.5999984741211,73.0999984741211, , , , , ,3.考試分發,1,1,0
12696, , , , , , , , , , , , , , , ,-,0,0,0
12701,10,11,4,12,7,44,62.2700004577637,35.560001373291,0,16.5, , , , , ,3.考試分發,1,1,0
12709,7,3,2,7,4,23, , , , , , , , , ,3.考試分發,1,0,0
12713, , , , , , , , , , ,50,32, ,40, ,-,0,0,1
12719, , , , , , , , , , , , , , , ,2.個人申請,0,0,0
12724, , , , , , , , , , ,74,84,92, , ,3.考試分發,0,0,1
12728,11,8,6,12,10,47,59,18.4400005340576,0,58.2000007629395, , , , , ,3.考試分發,1,1,0
12729,14,13,8,13,10,58,66.4700012207031,38.060001373291,0,83.8000030517578, , , , , ,3.考試分發,1,1,0
12735,10,7,7,10,6,40, , , , , , , , , ,2.個人申請,1,0,0
12738, , , , , , , , , , ,60,44, ,44, ,1.學校推薦,0,0,1
12742,14,14,8,13,9,58,70.6999969482422,71, ,52, , , , , ,3.考試分發,1,1,0
12743,12,5,4,8,8,37,0,0, ,0, , , , , ,4.獨立招生,1,1,0
12745, , , , , , , , , , ,72,92, ,68, ,1.學校推薦,0,0,1
12749, , , , , , , , , , ,44,30, ,48, ,3.考試分發,0,0,1
12753,12,14,5,11,6,48, , , , , , , , , ,1.學校推薦,1,0,0
12757, , , , , , , , , , , , , , , ,4.獨立招生,0,0,0
12761,9,7,6,8,7,37,32.6699981689453,22.5,28.2000007629395,0, , , , , ,3.考試分發,1,1,0
12764,13,12,8,11,13,57, , , , , , , , , ,2.個人申請,1,0,0
12771,11,9,4,11,10,45,60.7999992370605,33.1100006103516,0,32.7999992370605, , , , , ,3.考試分發,1,1,0
12774,11,10,10,13,9,53,48.9300003051758,50.1100006103516,0,40.7999992370605, , , , , ,3.考試分發,1,1,0
12777, , , , , , , , , , ,70,72, ,36, ,3.考試分發,0,0,1
12779, , , , , , , , , , ,64,52,68, , ,3.考試分發,0,0,1
12782,12,11,9,14,11,57,57.5699996948242,32.2200012207031,0,55.7999992370605, , , , , ,3.考試分發,1,1,0
12783,14,13,15,14,14,70, , , , , , , , , ,2.個人申請,1,0,0
12785,10,7,7,7,5,36, , , , ,76,68,52, , ,1.學校推薦,1,0,1
12790, , , , , , , , , , ,70,36, ,56, ,3.考試分發,0,0,1
12794,11,9,6,9,10,45,54.2000007629395,35.1699981689453,6.40000009536743,34.4000015258789, , , , , ,3.考試分發,1,1,0
12805,12,8,5,12,8,45,58.1699981689453,14.9399995803833,0,24.7999992370605, , , , , ,3.考試分發,1,1,0
12816,13,6,4,10,9,42, , , , , , , , , ,2.個人申請,1,0,0
12820,13,13,10,12,9,57,69.1999969482422,57.8300018310547,0,0, , , , , ,3.考試分發,1,1,0
12821,12,12,5,10,10,49,47.2999992370605,50.8300018310547,0,40.9000015258789, , , , , ,3.考試分發,1,1,0
12833,13,13,8,13,10,57,58.2999992370605,62,0,70.5999984741211, , , , , ,3.考試分發,1,1,0
12835,13,14,6,13,12,58,72.3000030517578,62.1699981689453,0,51.7999992370605, , , , , ,3.考試分發,1,1,0
12844, , , , , , , , , , ,58,26, ,64, ,1.學校推薦,0,0,1
12847, , , , , , , , , , ,70,58, ,76, ,1.學校推薦,0,0,1
12877,13,12,6,11,8,50,53,43.2799987792969,0,23.7999992370605, , , , , ,3.考試分發,1,1,0
12880,9,9,8,11,8,45,65.5299987792969,35.439998626709,0,18.3999996185303, , , , , ,3.考試分發,1,1,0
12881, , , , , , , , , , ,58,34, ,44, ,3.考試分發,0,0,1
12887, , , , , , , , , , ,62,48,48, , ,3.考試分發,0,0,1
12888,10,6,6,11,10,43,46,9.72000026702881,0,58.0999984741211,78,74,80, , ,3.考試分發,1,1,1
12889,13,9,4,6,5,37, , , , ,88,94, ,92, ,1.學校推薦,1,0,1
12890,12,6,11,12,11,52,51.5299987792969,7,50,74.1999969482422, , , , , ,3.考試分發,1,1,0
12895,7,6,4,9,4,30, , , , ,58,66,64, , ,3.考試分發,1,0,1
12897,12,4,4,10,7,37,60.8300018310547,7.67000007629395, ,19,80,32, ,28, ,3.考試分發,1,1,1
12901, , , , , , , , , , ,58,54, ,28, ,1.學校推薦,0,0,1
12909, , , , , , , , , , ,86,58, ,40, ,4.獨立招生,0,0,1
12914, , , , , , , , , , ,68,36, ,40, ,1.學校推薦,0,0,1
12916,10,6,4,7,6,33, , , , ,74,68, ,76, ,1.學校推薦,1,0,1
12925,11,8,6,11,13,49,62.4700012207031,21,48.5999984741211,48.7999992370605, , , , , ,3.考試分發,1,1,0
12928,9,8,4,11,12,44, , , , ,0,0, ,0, ,2.個人申請,1,0,1
12931,10,9,3,11,8,41,48.4700012207031,23.6700000762939,0,31.2999992370605, , , , , ,3.考試分發,1,1,0
12950,10,7,8,10,10,45, , , , , , , , , ,2.個人申請,1,0,0
12958,14,10,8,10,13,55, , , , , , , , , ,8.其他,1,0,0
12961,13,7,10,13,11,54,36.8699989318848,13,19.2999992370605,66, , , , , ,3.考試分發,1,1,0
12966,9,10,4,10,11,44,39.5999984741211,29.1100006103516,9,36.5, , , , , ,3.考試分發,1,1,0
12970,12,11,8,12,8,51,61.1300010681152,42.6699981689453,0,43, , , , , ,3.考試分發,1,1,0
12979,13,10,10,9,13,55, , , , , , , , , ,1.學校推薦,1,0,0
12989, , , , , , , , , , ,72,76, ,92, ,3.考試分發,0,0,1
12992, , , , , , , , , , ,42,32, ,16, ,3.考試分發,0,0,1
12993, , , , , , , , , , ,56,40, ,64, ,1.學校推薦,0,0,1
13004,10,7,6,9,10,42, , , , , , , , , ,1.學校推薦,1,0,0
13014, , , , , , , , , , ,72,84, ,64, ,3.考試分發,0,0,1
13018,13,14,9,14,10,60,74.5699996948242,69.8300018310547,0,32.2000007629395, , , , , ,3.考試分發,1,1,0
13019, , , , , , , , , , ,70,58,84, , ,3.考試分發,0,0,1
13031, , , , , , , , , , ,60,52, ,44, ,3.考試分發,0,0,1
13039,12,15,12,13,14,66, , , , , , , , , ,2.個人申請,1,0,0
13051,14,10,9,10,11,54, , , , , , , , , ,2.個人申請,1,0,0
13054,13,12,8,12,12,57,57.5299987792969,39.6699981689453,0,60.0999984741211, , , , , ,3.考試分發,1,1,0
13055,14,9,8,12,10,53,80,42.5,0,56, , , , , ,3.考試分發,1,1,0
13063, , , , , , , , , , ,48,22,28, , ,3.考試分發,0,0,1
13065,12,12,8,9,11,52, , , , , , , , , ,1.學校推薦,1,0,0
13067,14,15,8,13,11,61,65.8300018310547,59.1699981689453,0,51, , , , , ,3.考試分發,1,1,0
13075,11,6,4,8,6,35, , , , , , , , , ,1.學校推薦,1,0,0
13079,12,15,6,12,12,57,74.7300033569336,73,33.7000007629395,81.5999984741211, , , , , ,3.考試分發,1,1,0
13081,12,7,10,13,11,53, , , , , , , , , ,2.個人申請,1,0,0
13087, , , , , , , , , , ,64,40,84, , ,3.考試分發,0,0,1
13089,13,11,5,14,9,52,54.7700004577637,31.2199993133545,0,39.2000007629395, , , , , ,3.考試分發,1,1,0
13094,10,11,7,10,13,51,66.1699981689453,56,21.6000003814697,34.2000007629395, , , , , ,3.考試分發,1,1,0
13101,13,8,6,8,8,43,56.7299995422363,27.3299999237061,0,37.5999984741211, , , , , ,3.考試分發,1,1,0
13111, , , , , , , , , , ,60,28, ,28, ,3.考試分發,0,0,1
13114,11,9,4,12,9,45,50,38.7799987792969,0,29.7999992370605, , , , , ,3.考試分發,1,1,0
13116,6,3,2,7,3,21, , , , ,60,30, ,52, ,3.考試分發,1,0,1
13118,10,5,4,8,7,34,24.9300003051758,7.67000007629395, ,11,64,52, ,52, ,3.考試分發,1,1,1
13119,13,7,5,10,6,41,55.2000007629395,9.60999965667725,0,20.5, , , , , ,3.考試分發,1,1,0
13124, , , , , , , , , , ,84,36,80, , ,3.考試分發,0,0,1
13127,13,13,6,14,10,56,69.6999969482422,75.5,0,66.8000030517578, , , , , ,3.考試分發,1,1,0
13140,4,2,3,8,6,23, , , , , , , , , ,-,1,0,0
13144, , , , , , , , , , ,80,88, ,40, ,3.考試分發,0,0,1
13155,12,12,4,9,8,45, , , , , , , , , ,2.個人申請,1,0,0
13159,9,4,4,8,7,32,38.3699989318848,2.77999997138977,11.6000003814697,23.7999992370605, , , , , ,-,1,1,0
13162,13,12,8,11,9,53,78.7699966430664,43.2200012207031,0,73, , , , , ,3.考試分發,1,1,0
13166,11,9,4,11,12,47,41.2700004577637,28.5,26.2000007629395,43.4000015258789, , , , , ,3.考試分發,1,1,0
13169, , , , , , , , , , ,50,44, ,28, ,3.考試分發,0,0,1
